Date,Date_Time,Num_Coins,Reported_Hash,Calculated_Hash,Diff
2021-11-25,20:30:33.281062,664296.89878796,31,19,145.70685923995916
2021-11-25,20:45:41.863888,664801.92095029,31,24,505.022162330104
2021-11-25,21:00:50.204295,665013.90480728,31,34,211.9838569900021
2021-11-25,21:15:58.627854,665013.90480728,31,34,0.0
2021-11-25,21:31:09.595140,665013.90480728,30,39,0.0
2021-11-25,21:46:18.019545,665662.77435314,30,24,648.8695458599832
2021-11-25,22:01:26.788641,666191.34749585,30,29,528.573142709909
2021-11-26,09:01:24.643064,666797.03559842,32,0,605.6881025700131
2021-11-26,09:17:38.346611,667060.67622495,31,39,263.6406265300466
2021-11-26,09:33:07.116693,667764.53548516,31,63,703.8592602099525
2021-11-26,09:50:26.349855,669113.68639588,31,44,1349.1509107199963
2021-11-26,10:07:44.548340,669457.74514131,31,29,344.05874543008395
2021-11-26,10:23:03.352180,669634.08596426,31,24,176.34082295000553
2021-11-26,10:38:16.718150,670246.01106804,31,29,611.9251037799986
2021-11-26,10:56:27.142764,671118.15623082,31,19,872.1451627799543
